query,top tables,target table,target answer
tv channel in india for fifa world cup,List of Premier League broadcasters_3ACA2C1CA8B6093E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Big Ten Network_D503FDE4B78F1DD1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup broadcasting rights_DDDD98A214804685,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA Club World Cup_D7DE686A9A39328F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA U-20 World Cup_D7DE686A9A39328F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA U-17 World Cup_D6D97A193088B7B1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA Women's World Cup_D6D97A193088B7B1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA World Player of the Year_D7DE686A9A39328F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of FIFA country codes_8D02E1762C424CAA,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA_D7DE686A9A39328F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of football federations_CFF384BDF2C58552,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA Confederations Cup_D7DE686A9A39328F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Football at the Summer Olympics_DA827758F32CBEEC,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,National team appearances in the FIFA World Cup_7E033DEA0AA26208,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA Player of the Century_D6D97A193088B7B1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA (video game series)_D7DE686A9A39328F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of original programs distributed by Amazon_6FFE7241639BE96E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup broadcasting rights_8069C98715BAD14B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Qatar 2022 FIFA World Cup bid_F69BCCEC2A79A7D1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 and 2022 FIFA World Cup bids_616A82EA8CF8214B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FC Barcelona in European football_E6E3797D72233EA0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Are You the One?_21D1293D3689AB68,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of association football stadiums by capacity_70A1BDDE3FBCF74D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2022 FIFA World Cup_BCD9D29B23BD8909,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,DD National_84780D933B5C834B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,New Zealand at the FIFA World Cup_382F02DB76A6BC37,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2010 FIFA World Cup Final_1F73980DF239AE7,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup Final_2A542E48D3F95FC4,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1966 FIFA World Cup squads_FBA004EECC6DCC00,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup Group G_2A542E48D3F95FC4,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2009 Seattle Sounders FC season_3660144629594A0D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup qualification_110D0B9B3D3AA47,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,England women's national football team_2FD894CB535D7BB6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,EA Sports_5E01E71BA42A836C,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup Final_6AC9BB4D54E1221F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States women's national soccer team_2FD894CB535D7BB6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup disciplinary record_6AC9BB4D54E1221F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1966 FIFA World Cup squads_39FE3842F57A9E7,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,England women's national football team_B38EDBBFAA481D7B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States women's national soccer team_B56930C5A81C2F87,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup qualification (AFC)_BB34EAA0A3E79609,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2002 FIFA World Cup_976DC3C94C7D8B72,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,England women's national football team_5C548D9B962F22AF,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,England women's national football team_510513A46135408D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States women's national soccer team_3F92617C0385A77B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1930 FIFA World Cup_FE07B437BA82B8CE,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup Final_E2D0C9D497539A60,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States women's national soccer team_100B408984707BBE,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States women's national soccer team_B38EDBBFAA481D7B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States women's national soccer team_5C548D9B962F22AF,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States women's national soccer team_510513A46135408D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup Group G_E2D0C9D497539A60,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1962 FIFA World Cup_66AE827546B66F21,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1966 FIFA World Cup_C6CEF7BC5C365D62,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1966 FIFA World Cup Final_35ABB952887AD494,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2010 FIFA World Cup Final_FA4C46FD93494E7E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup qualification_1BA066EF1917B0B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1970 FIFA World Cup Final_A6C12BB35EFB01E9,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup Group G_48696D81B1A52B80,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup broadcasting rights_1BA066EF1917B0B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup opening ceremony_48696D81B1A52B80,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,New Zealand at the FIFA World Cup_B8735E8175286232,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1966 FIFA World Cup Final_56122BDE929801F6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1970 FIFA World Cup Final_C1C27D0C7AB2361E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1982 FIFA World Cup_C4B07C2516B4DD0A,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup Final_9EB1FBBE09E702E2,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2002 FIFA World Cup Final_EF9928161F5B07D2,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup disciplinary record_9EB1FBBE09E702E2,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States men's national soccer team_896DE7F5970D0BC7,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup qualification (AFC)_52191B031D3DF5D8,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup qualification (CONCACAF)_52191B031D3DF5D8,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup qualification (CONMEBOL)_52191B031D3DF5D8,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup qualification – UEFA Group F_52191B031D3DF5D8,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup_EAC63112361713B5,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2006 FIFA World Cup squads_294D4FDE1964AA70,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2006 FIFA World Cup statistics_294D4FDE1964AA70,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2010 FIFA World Cup_1F73980DF239AE7,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1958 FIFA World Cup_E1EC75EAF75D1D07,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2002 FIFA World Cup_15C8F640B523BFC2,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Argentina v England (1986 FIFA World Cup)_4214FCEFBFCC9387,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup statistics_EAD32779B9A0B2DC,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA World Cup awards_C608226545DCBD4E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA World Cup hosts_C608226545DCBD4E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2002 FIFA World Cup_8104F72FF9C33056,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of FIFA country codes_38D00703CB16BA2F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup knockout stage_3B29E27EA538757B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA 17_BCC9262A63C37B4A,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2002 FIFA World Cup Final_6DA7AAFA4253E5CA,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2010 FIFA World Cup Final_156BB8A8C6A0EC5B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup Final_44E0FE2BBDA2D677,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup statistics_44E0FE2BBDA2D677,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup Final_A477B9D68A3305C1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup Final_FE75FB382F58BEF3,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup qualification_A477B9D68A3305C1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA (video game series)_8A5F1AD6082CEA96,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup knockout stage_EBDFAEB8CAD364A,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2006 FIFA World Cup squads_3DC6386C2C7CD688,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2006 FIFA World Cup statistics_3DC6386C2C7CD688,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA World Cup top goalscorers_A8CEE379C3102CBF,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup Group G_37395B9900AE14A7,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,We Are the Champions_A6B350200C55A9D6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
